"StudentID","Dropout","cohort","cohort.term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Housing","RegistrationDate","BirthYear","EnrollmentStatus","NumColCredAttemptTransfer","NumColCredAcceptTransfer","HighDeg","MathPlacement","EngPlacement","GatewayMathStatus","GatewayEnglishStatus","complete_DevMath","complete_DevEnglish","final_Complete1","final_GPA","cohort_year","first_term_Major1","final_majorOne","total_Loan","total_Scholarship","total_Work_Study","total_Grant","race","overall_income"
299655,"1","2011-12",1,"Single",0,11778,"High School","Off Campus",20110419,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.17,"2011",27,27,4.24303804868629,0,0,4.71625382589604,"Hispanic",4.07107154998365
299661,"0","2011-12",1,"Single",0,21200,"Middle School","Off Campus",20110412,1993,1,-2,-2,0,1,1,0,1,1,0,8,3.29,"2011",13,13,3.74036268949424,0,3.70757017609794,4.60496005993935,"Hispanic",4.32633586092875
299663,"0","2011-12",1,"Single",26270,0,"High School","Off Campus",20110412,1983,2,95,89,0,0,0,0,0,0,0,7,3.16,"2011",42,42,4.10551018476997,0,0,0,"Black",4.41946007278607
299672,"0","2011-12",1,"Single",7371,27608,"Middle School","On Campus Housing",20110606,1992,1,-2,-2,0,1,0,0,0,1,0,7,3.02,"2011",45,45,4.63279123643947,0,0,4.80124588081942,"Black",4.54380738945684
299674,"1","2011-12",1,"Single",0,49770,"College","With Parent",20110629,1993,1,-2,-2,0,1,1,0,0,0,1,0,2.44,"2011",51,51,3.79588001734408,0,0,3.65292288756794,"Black",4.69696764074402
299675,"0","2012-13",1,"Single",9611,194301,"College","Off Campus",20120809,1991,2,33,20,0,0,0,1,0,0,0,8,3.09,"2012",51,51,4.32014628611105,0,0,3.3356584522893,"Black",5.30944278428934
299687,"1","2011-12",1,"Single",0,26711,"Unknown","With Parent",20110401,1990,2,61,22,0,1,0,0,1,0,0,0,1.92,"2011",0,0,0,0,0,0,"Asian",4.42669014733819
299692,"1","2011-12",1,"Single",0,17472,"Middle School","With Parent",20110607,1993,1,-2,-2,0,1,1,0,0,1,1,0,1.33,"2011",26,26,0,0,0,4.24261595756927,"Hispanic",4.24234262102464
299703,"0","2011-12",1,"Single",0,11646,"Middle School","Off Campus",20110415,1993,1,-2,-2,0,1,1,0,0,1,1,7,2.87,"2011",13,13,4.47712125471966,0,0,4.71407816498186,"Hispanic",4.06617678577201
299711,"0","2011-12",1,"Married",88888,0,"Middle School","Off Campus",20110324,1972,2,0,0,2,0,0,0,0,0,0,7,3.81,"2011",54,54,4.46239799789896,0,0,3.5910646070265,"Hispanic",4.94884313458608
299713,"0","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110825,1989,2,0,0,2,0,0,0,0,0,0,8,3.76,"2011",52,52,0,0,0,0,"White",0
299716,"1","2011-12",1,"Single",6528,0,"High School","With Parent",20110802,1991,1,-2,-2,0,1,0,0,0,0,0,0,1.46,"2011",42,42,4.12221587827283,0,0,4.01936557457249,"Hispanic",3.8147801457458
299729,"0","2014-15",1,"Single",2650,0,"College","Off Campus",20140723,1979,2,148.5,84,0,0,0,0,0,0,0,8,3.36,"2014",51,51,4.20411998265593,0,0,4.24944296144258,"Black",3.42324587393681
299734,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110601,1993,1,-2,-2,0,0,0,0,0,0,0,0,3.21,"2011",52,52,0,0,0,0,"nonresident",0
299736,"1","2011-12",1,"Single",2929,97611,"High School","With Parent",20110414,1993,1,-2,-2,0,1,1,0,1,1,0,0,3.46,"2011",11,11,4.22357381105469,3.69897000433602,0,0,"White",5.00233888089206
299738,"1","2011-12",1,"Single",0,5673,"High School","With Parent",20110510,1992,1,-2,-2,0,1,1,0,0,1,1,0,1.93,"2011",0,0,3.90308998699194,0,0,4.37617532271783,"Hispanic",3.7538127835647
299739,"1","2011-12",1,"Single",23358,133874,"Middle School","With Parent",20110512,1988,2,69,51,0,0,0,0,0,0,0,0,3.08,"2011",43,43,4.23844757714112,0,0,0,"Hispanic",5.19654093870795
299740,"0","2011-12",1,"Single",9048,0,"College","Off Campus",20110825,1985,2,56,56,0,0,0,1,1,0,0,8,2.82,"2011",52,52,4.46834733041216,0,0,4.34258057738163,"Black",3.9565525919174
299770,"0","2011-12",1,"Single",0,37134,"Unknown","On Campus Housing",20110606,1993,1,-2,-2,0,1,1,0,1,1,0,8,3.13,"2011",42,42,4.76863810124761,0,3.97772360528885,4.61902024607923,"Hispanic",4.56977173307646
299787,"1","2011-12",1,"Single",0,34580,"High School","Off Campus",20110622,1993,1,-2,-2,0,1,1,0,0,1,1,0,1.84,"2011",13,13,4.39357520326959,0,3.79692107533017,4.59056320868498,"Black",4.5388249889379
299788,"1","2011-12",1,"Single",0,12871,"High School","With Parent",20110607,1993,1,-2,-2,0,1,1,1,0,0,1,0,2.14,"2011",52,52,4.29003461136252,0,0,4.63914768714084,"Hispanic",4.10961229030846
299798,"1","2011-12",1,"Single",0,48355,"Unknown","With Parent",20110801,1992,1,-2,-2,0,1,1,0,0,0,1,0,3,"2011",42,42,2.97772360528885,0,0,3.07807238071384,"Black",4.68444138762561
299805,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110523,1992,1,-2,-2,0,1,1,0,0,0,1,0,0.4,"2011",9,9,0,0,0,0,"White",0
299815,"0","2011-12",1,"Single",0,22620,"College","On Campus Housing",20110606,1993,1,-2,-2,0,1,1,0,1,1,0,8,2.92,"2011",43,43,3.43933269383026,0,0,4.80939135080998,"Hispanic",4.35449260058944
299819,"0","2011-12",1,"Single",10670,8274,"High School","With Parent",20110613,1993,1,-2,-2,0,1,1,0,1,1,0,7,3.33,"2011",42,42,0,0,0,4.7216952275371,"Hispanic",4.27747168504283
299821,"0","2011-12",1,"Single",8661,23226,"Unknown","Off Campus",20110504,1993,1,-2,-2,0,1,1,0,0,1,1,8,3.34,"2011",0,0,0,0,3.60205999132796,4.69234450331203,"Hispanic",4.5036136617725
299822,"0","2011-12",1,"Single",0,189706,"College","With Parent",20110817,1992,1,-2,-2,0,1,1,0,0,1,1,8,3.08,"2011",0,0,3.91645394854993,0,0,3.9238654751855,"Black",5.27808106692284
299834,"0","2011-12",3,"Single",12165,48065,"High School","With Parent",20120112,1992,2,15,15,0,0,0,0,0,0,0,7,3.47,"2011",50,50,4.47348697006457,0,0,2.47856649559384,"Unknown",4.77981286317058
299841,"0","2011-12",1,"Single",15823,0,"High School","Off Campus",20110412,1981,2,73,65,2,0,0,0,0,0,0,8,3.94,"2011",43,43,4.28912051806795,4.00091106213122,0,3.47712125471966,"White",4.19928882808241
299842,"0","2011-12",1,"Single",19255,58750,"High School","With Parent",20110505,1990,2,80,66,2,0,0,0,0,0,0,7,3.45,"2011",50,50,4.55419832156542,0,0,3.47099816966087,"Hispanic",4.8921224411881
299844,"1","2011-12",1,"Single",0,26514,"High School","On Campus Housing",20110509,1992,1,-2,-2,0,1,1,0,0,0,1,0,1.32,"2011",13,13,3.54406804435028,0,0,4.07874673427361,"Black",4.42347525194594
299853,"0","2015-16",3,"Married",14244,0,"High School","With Parent",20151118,1993,2,66,32,0,0,0,1,0,0,0,0,1.35,"2015",40,40,0,0,0,4.04363730959257,"White",4.15363196500222
299855,"1","2011-12",1,"Single",4042,29194,"Unknown","With Parent",20110629,1993,1,-2,-2,0,0,1,0,0,0,1,0,1.76,"2011",52,52,0,0,0,4.07874673427361,"Hispanic",4.52160875029681
299857,"0","2011-12",1,"Single",0,13940,"Unknown","Off Campus",20110606,1990,1,-2,-2,0,1,1,0,1,1,0,8,3.2,"2011",0,0,0,2.69897000433602,3.30102999566398,4.76907439606687,"Black",4.14426277376199
299866,"0","2013-14",1,"Single",6659,23628,"College","With Parent",20130426,1992,2,57,54,2,0,0,0,0,0,0,8,3.98,"2013",52,52,0,3.60205999132796,0,4.34364488025251,"Hispanic",4.48125625755305
299869,"0","2015-16",3,"Unknown",0,0,"Unknown","Unknown",20160108,1993,2,87,66,2,0,0,0,0,0,0,0,2.02,"2015",27,27,4.11394335230684,0,0,0,"Hispanic",0
299880,"1","2014-15",1,"Single",31141,75605,"High School","Off Campus",20140708,1991,2,21,11.5,0,0,0,0,0,0,0,0,0.33,"2014",0,0,3.43933269383026,0,0,0,"Hispanic",5.02835161006263
299887,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110518,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.29,"2011",13,13,3.54406804435028,0,0,0,"White",0
299890,"1","2011-12",1,"Single",20113,0,"Unknown","Off Campus",20110816,1983,2,67,66,2,0,0,0,0,0,0,0,1.5,"2011",13,13,4.02118929906994,0,0,3.08813608870055,"Hispanic",4.30347685360388
299893,"1","2011-12",1,"Single",0,177011,"High School","On Campus Housing",20110627,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.52,"2011",43,43,3.54406804435028,0,0,0,"White",5.24800025557572
299899,"0","2011-12",1,"Single",2200,197000,"College","With Parent",20110511,1991,2,50,46,0,0,0,0,0,0,0,7,3.83,"2011",23,23,4.1832698436828,3.30102999566398,0,0,"White",5.29928933408768
299900,"1","2011-12",1,"Single",2050,98775,"High School","With Parent",20110420,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.28,"2011",0,0,4.04139268515823,0,0,0,"Hispanic",5.00356823067966
299924,"1","2011-12",1,"Single",0,50875,"High School","On Campus Housing",20110425,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.36,"2011",13,13,4.26717172840301,0,0,3.47885496752866,"Black",4.70650442223328
299944,"0","2011-12",1,"Single",0,0,"College","With Parent",20110519,1992,1,-2,-2,0,1,0,1,1,0,0,7,3.52,"2011",0,0,3.74036268949424,3.87109401367865,0,4.75442478927726,"White",0
299945,"1","2011-12",1,"Single",0,38307,"Middle School","On Campus Housing",20110607,1993,1,-2,-2,0,0,1,1,1,0,0,0,1.75,"2011",52,52,3.30102999566398,0,0,4.14013360907623,"Black",4.5832781416865
299959,"1","2011-12",1,"Single",0,45890,"College","With Parent",20110518,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.7,"2011",42,42,3.54406804435028,0,0,3.61940641088678,"Hispanic",4.66171805769466
299960,"1","2013-14",3,"Single",68916,0,"High School","Off Campus",20131022,1969,2,89,68,0,0,0,0,0,0,0,0,1,"2013",23,23,4.00177696707744,0,0,3.44216608578472,"Black",4.83832006232879
299962,"0","2011-12",1,"Single",0,0,"Middle School","Off Campus",20110523,1987,1,-2,-2,0,1,1,0,0,1,1,8,3.58,"2011",0,0,4.56761444273084,0,0,4.21242733272659,"White",0
299970,"1","2011-12",1,"Single",0,4992,"College","On Campus Housing",20110711,1991,2,16,12,0,0,0,1,1,0,0,0,0.67,"2011",0,0,0,0,0,4.02995164203684,"Asian",3.69827457667437
299972,"1","2011-12",1,"Single",0,56611,"High School","Off Campus",20110706,1993,1,-2,-2,0,1,1,0,0,1,1,0,0.79,"2011",26,26,3.55144999797288,0,0,3.57182524904083,"Black",4.7529008265088
299973,"0","2013-14",1,"Single",6905,0,"High School","On Campus Housing",20130702,1993,1,-2,-2,0,1,0,0,1,1,0,0,1.97,"2013",42,42,4.47712125471966,0,0,4.54052967969561,"Black",3.83916368291465
299977,"1","2011-12",1,"Single",0,33155,"Middle School","On Campus Housing",20110414,1992,1,-2,-2,0,0,1,0,0,0,1,0,1.71,"2011",26,26,4.06069784035361,0,0,4.54075479995045,"Hispanic",4.52054903224803
299991,"1","2011-12",1,"Single",0,50034,"Middle School","With Parent",20110420,1991,1,-2,-2,0,1,1,0,0,1,1,0,0.67,"2011",43,43,3.24303804868629,0,0,3.67687643197314,"Hispanic",4.69926522422032
299997,"1","2011-12",1,"Single",2575,31200,"College","With Parent",20110513,1993,1,-2,-2,0,1,1,1,0,0,1,0,1.21,"2011",52,52,3.24303804868629,0,0,4.05452764256993,"Black",4.52859535769407
300001,"0","2014-15",1,"Single",19243,115796,"College","With Parent",20140514,1993,2,53,65,2,1,1,0,0,0,0,7,3.35,"2014",13,13,4.03694811219528,3.95961371107104,0,0,"White",5.13045921322641
300003,"1","2011-12",1,"Single",0,63948,"High School","With Parent",20110414,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.85,"2011",27,27,4.77478694726955,0,0,3.44200915914095,"Hispanic",4.80582696628854
300007,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110601,1992,1,-2,-2,0,0,0,0,1,0,0,0,2.9,"2011",0,0,0,0,0,0,"Hispanic",0
300013,"0","2011-12",1,"Single",0,19675,"High School","With Parent",20110606,1993,1,-2,-2,0,1,1,0,0,1,1,7,3.16,"2011",13,13,0,0,0,4.82020145948564,"Hispanic",4.2939147410311
300018,"0","2011-12",1,"Single",0,37550,"High School","With Parent",20110418,1993,1,-2,-2,0,0,1,1,0,0,0,7,3.98,"2011",42,42,0,4.3797187621743,0,4.50918907647337,"White",4.57460994134019
300025,"1","2011-12",1,"Single",25427,27000,"Unknown","With Parent",20110426,1992,1,-2,-2,0,0,0,0,0,0,0,0,3.37,"2011",0,0,0,3.39794000867204,0,4.02995164203684,"Asian",4.71955500704193
300028,"1","2011-12",1,"Single",4221,70603,"College","On Campus Housing",20110616,1992,1,-2,-2,0,0,1,1,0,0,1,0,3.54,"2011",11,11,0,4.60540956598164,0,0,"Hispanic",4.87404092133737
300030,"1","2011-12",1,"Single",0,39609,"High School","Off Campus",20110420,1992,1,-2,-2,0,1,0,0,0,0,0,0,3.26,"2011",43,43,3.74036268949424,0,0,3.73134697554595,"Black",4.59779387800227
300056,"1","2011-12",1,"Married",13890,0,"Unknown","Off Campus",20110503,1990,2,69,51,0,0,0,0,0,0,0,0,2.41,"2011",0,0,0,0,0,3.52827377716704,"Asian",4.14270224573762
300063,"0","2011-12",1,"Single",0,19910,"Middle School","Off Campus",20110607,1993,1,-2,-2,0,1,1,1,0,0,1,8,2.82,"2011",0,0,3.61930207587561,0,0,4.8228216453031,"Hispanic",4.29907126002741
300080,"0","2011-12",1,"Single",0,23908,"High School","With Parent",20110629,1993,1,-2,-2,0,1,1,0,0,1,1,7,3.36,"2011",13,13,4.22659990520736,0,0,4.79190108000957,"Hispanic",4.37854324716164
300099,"0","2011-12",1,"Single",0,15557,"Unknown","Off Campus",20110504,1993,1,-2,-2,0,0,1,0,0,0,1,7,3.39,"2011",0,0,0,0,0,4.67664789201001,"Unknown",4.19192585171144
300100,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110621,1993,1,-2,-2,0,0,0,0,1,0,0,0,3.48,"2011",52,52,0,0,0,0,"nonresident",0
300114,"0","2011-12",1,"Single",6898,68230,"High School","On Campus Housing",20110825,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.26,"2011",0,0,4.76529592969806,2.39794000867204,0,3.54555450723407,"Black",4.87580182753901
300145,"0","2015-16",1,"Single",22202,50123,"High School","Off Campus",20150826,1993,2,94,66,2,0,0,0,0,0,0,7,3.21,"2015",42,42,4.30102999566398,0,0,0,"Hispanic",4.85928844232002
300162,"1","2011-12",1,"Single",0,47973,"College","Off Campus",20110420,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.27,"2011",9,9,4.23044892137827,0,3.47712125471966,4.20991695300899,"Hispanic",4.680996877997
300165,"0","2011-12",3,"Single",0,44563,"High School","With Parent",20120105,1993,2,13.5,13.5,0,0,0,1,1,0,0,8,3.55,"2011",52,52,4.4661258704182,0,0,4.11005071614765,"Hispanic",4.64897442003797
300173,"1","2011-12",1,"Single",0,67263,"College","With Parent",20110601,1993,1,-2,-2,0,0,1,0,0,0,1,0,3.37,"2011",42,42,3.95424250943932,0,0,4.02218083941367,"Hispanic",4.82777623339774
300178,"0","2011-12",3,"Single",0,18110,"Middle School","With Parent",20111123,1993,1,-2,-2,0,1,1,0,0,1,1,7,2.91,"2011",0,0,4.2752422305559,0,0,4.72834566429149,"Hispanic",4.25791845031406
300190,"0","2014-15",1,"Single",0,76224,"High School","Off Campus",20140709,1992,2,91.5,66,2,1,1,0,0,0,0,8,3.01,"2014",52,52,4.04139268515823,0,0,4.06344595312303,"Hispanic",4.88209173546666
300203,"1","2011-12",1,"Married",25440,0,"Unknown","Off Campus",20110425,1987,1,-2,-2,0,1,1,0,0,0,1,0,1.85,"2011",52,52,0,0,0,3.47348697006457,"Hispanic",4.40551710697638
300210,"0","2011-12",1,"Single",0,25904,"College","With Parent",20110524,1993,1,-2,-2,0,1,1,0,0,1,1,7,3.44,"2011",0,0,0,3.8329557506046,3.63346845557959,4.75918418683283,"Hispanic",4.4133668314093
300213,"0","2011-12",1,"Single",0,111286,"High School","With Parent",20110504,1993,1,-2,-2,0,1,0,0,0,1,0,7,3.67,"2011",42,42,4.76669534408931,0,0,0,"White",5.04644053266196
300221,"1","2011-12",1,"Single",0,28040,"Unknown","With Parent",20110720,1993,1,-2,-2,0,0,1,1,0,0,1,0,3.18,"2011",40,40,4.27875360095283,0,0,4.55414982955087,"Hispanic",4.44777800929462
300226,"1","2011-12",1,"Single",0,38906,"High School","On Campus Housing",20110627,1993,1,-2,-2,0,1,1,0,0,0,1,0,0,"2011",45,45,0,0,0,3.01745072951054,"Hispanic",4.59001658245561
300240,"1","2011-12",1,"Single",0,77268,"High School","On Campus Housing",20110502,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.21,"2011",52,52,3.97772360528885,0,3.30102999566398,0,"Black",4.88799967113975
300241,"1","2011-12",1,"Single",0,11867,"High School","Off Campus",20110712,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.36,"2011",42,42,4,0,0,4.46447464345546,"Unknown",4.07434094236508
300248,"1","2011-12",1,"Single",0,22366,"Unknown","On Campus Housing",20110630,1993,1,-2,-2,0,1,1,0,0,0,1,0,2.05,"2011",0,0,0,0,0,4.06400848653172,"Hispanic",4.34958832056246
300254,"1","2011-12",1,"Single",0,70771,"College","On Campus Housing",20110614,1991,2,62,62,2,0,0,0,0,0,0,0,3.24,"2011",23,23,3.65321251377534,3.78936915359148,0,3.74616696437729,"Black",4.84985533226505
300266,"0","2011-12",1,"Single",0,30118,"Unknown","With Parent",20110621,1992,1,-2,-2,0,1,1,0,0,1,1,0,2.89,"2011",26,26,4.44112932051478,0,0,4.64152368467023,"Hispanic",4.4788261289562
300271,"1","2011-12",1,"Single",0,27797,"High School","Off Campus",20110607,1992,1,-2,-2,0,1,1,0,1,1,0,7,2.32,"2011",13,13,4.8284343141184,0,3.63648789635337,4.77801370201807,"Black",4.44399792707814
300275,"0","2011-12",1,"Single",0,98513,"College","With Parent",20110418,1993,1,-2,-2,0,0,1,0,0,0,1,8,3.55,"2011",26,26,0,0,0,0,"Hispanic",4.99349354476898
300277,"0","2011-12",1,"Married",43356,0,"College","Off Campus",20110614,1980,1,-2,-2,0,1,1,0,0,1,1,8,3.01,"2011",52,52,4.69460519893357,0,0,0,"Hispanic",4.63704920761565
300278,"0","2011-12",1,"Single",0,0,"High School","With Parent",20110823,1989,2,25,25,0,1,0,0,0,0,0,7,2.63,"2011",13,13,4.39794000867204,0,0,4.57275546515422,"White",0
300288,"1","2011-12",1,"Single",0,107041,"High School","With Parent",20110829,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.57,"2011",50,50,4.14432507840049,0,0,0,"Hispanic",5.02955015771498
300290,"1","2011-12",1,"Single",0,26612,"College","With Parent",20110720,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.94,"2011",0,0,0,0,0,4.1465931020963,"Hispanic",4.42507751477401
300299,"0","2015-16",1,"Single",0,57996,"College","With Parent",20150413,1992,2,65,65,2,1,1,0,0,0,0,8,3.93,"2015",43,43,0,4.05409956362879,0,4.21250721277008,"Hispanic",4.76339804118651
300301,"0","2016-17",1,"Single",15667,0,"Middle School","With Parent",20160421,1992,2,70,55,2,0,0,0,0,0,0,0,2,"2016",13,13,3.97772360528885,0,0,3.59824319165362,"Hispanic",4.19498584342588
300303,"0","2011-12",1,"Divorced",94869,0,"High School","Off Campus",20110413,1954,2,78,74,2,0,0,0,0,0,0,8,3.96,"2011",52,52,0,0,0,0,"White",4.97712432277136
300305,"0","2011-12",1,"Single",1300,38125,"College","Off Campus",20110810,1992,1,-2,-2,0,0,1,1,0,0,1,0,2.25,"2011",26,26,4.60733705066703,0,0,4.62768326719825,"Hispanic",4.59577170200094
300317,"1","2011-12",1,"Single",3852,8849,"College","On Campus Housing",20110613,1992,1,-2,-2,0,1,0,0,0,0,0,0,3.25,"2011",0,0,4.27300127206374,0,3.79239168949825,4.33108296396103,"White",4.10383791602561
300322,"0","2011-12",1,"Single",0,0,"Unknown","Off Campus",20110607,1992,1,-2,-2,0,1,1,0,0,1,1,8,2.91,"2011",0,0,3.65321251377534,0,0,4.8318697742805,"Hispanic",0
300324,"1","2011-12",1,"Single",6928,34442,"Middle School","With Parent",20110413,1993,1,-2,-2,0,1,1,0,1,1,0,8,2.88,"2011",0,0,4.13830269816628,2.39794000867204,3.40329214515825,4.53548400322669,"Hispanic",4.61668552089551
300327,"1","2011-12",1,"Single",4312,16842,"Unknown","With Parent",20110607,1991,1,-2,-2,0,1,1,1,1,0,0,0,2.03,"2011",0,0,0,0,0,4.53267222461231,"Hispanic",4.32539250001726
300330,"1","2011-12",1,"Single",5857,18427,"High School","On Campus Housing",20110606,1992,1,-2,-2,0,1,1,0,1,1,0,0,3.67,"2011",0,0,0,0,0,4.10510124454964,"Hispanic",4.38532022420091
300346,"0","2012-13",1,"Single",17551,76173,"High School","Off Campus",20120411,1992,2,63,66,2,0,0,0,0,0,0,7,3.8,"2012",13,13,3.69897000433602,4.32376964400118,0,0,"Hispanic",4.97185081535874
300355,"0","2011-12",1,"Married",46109,0,"College","Off Campus",20110728,1987,2,0,0,0,0,0,0,0,0,0,8,3.88,"2011",51,51,4.09691001300806,0,0,0,"Asian",4.66378570345577
300358,"0","2011-12",1,"Separated",33215,0,"High School","Off Campus",20110728,1983,2,0,0,0,0,0,0,0,0,0,8,3.83,"2011",51,51,4.31175386105575,0,0,0,"White",4.52133425677757
300362,"1","2011-12",1,"Single",13348,0,"Unknown","Off Campus",20110406,1960,2,106,78,0,0,0,0,0,0,0,0,2.7,"2011",43,43,0,0,0,0,"Black",4.12541619798276
300367,"0","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110728,1985,2,0,0,0,0,0,0,0,0,0,8,3.96,"2011",51,51,0,0,0,0,"White",0
300369,"0","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110809,1971,2,0,0,0,0,0,0,0,0,0,8,3.52,"2011",51,51,0,0,0,0,"Asian",0
300370,"0","2011-12",1,"Married",98064,0,"Middle School","With Parent",20110728,1964,2,0,0,0,0,0,0,0,0,0,8,3.77,"2011",51,51,4.09691001300806,0,0,0,"Asian",4.99150960400803
300371,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110711,1992,2,15.5,12.5,0,0,1,0,0,0,1,0,2.43,"2011",43,43,0,0,0,0,"White",0
300372,"0","2011-12",1,"Married",96878,0,"Unknown","Off Campus",20110728,1960,2,0,0,0,0,0,0,0,0,0,8,3.73,"2011",51,51,4.09691001300806,0,0,0,"Black",4.98622516442557
300394,"0","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110412,1989,2,65,66,2,0,0,0,0,0,0,7,3.03,"2011",50,50,0,0,0,0,"White",0
300398,"0","2013-14",3,"Single",0,36041,"Unknown","With Parent",20140109,1993,2,69,65,2,0,0,0,0,0,0,7,3.73,"2013",42,42,4.13446399153429,0,0,4.28321074126038,"Hispanic",4.55679683248618
300401,"1","2011-12",1,"Single",4148,0,"High School","With Parent",20110825,1987,2,93,58,0,0,0,0,0,0,0,0,3.46,"2011",50,50,0,0,0,3.77451696572855,"Unknown",3.617838747717
300402,"1","2011-12",1,"Single",31659,0,"Unknown","Off Campus",20110418,1985,2,78.5,65,2,0,0,0,0,0,0,0,3.39,"2011",13,13,0,0,0,3.15624619039734,"Black",4.50049719285922
300403,"1","2011-12",1,"Single",0,23063,"Unknown","With Parent",20110524,1993,1,-2,-2,0,1,1,0,0,1,1,0,1.96,"2011",43,43,0,0,0,4.47463869413439,"TwoOrMoreRace",4.36291579899959
300404,"0","2011-12",1,"Single",0,21250,"High School","Off Campus",20110607,1993,1,-2,-2,0,0,1,0,0,0,1,8,3.47,"2011",11,11,0,3.67669360962487,0,4.73638056457203,"Asian",4.32735893438633
300407,"1","2011-12",1,"Single",0,101029,"Middle School","With Parent",20110523,1993,1,-2,-2,0,1,1,0,0,1,1,0,2.94,"2011",50,50,4.31664120016749,4.00324505481315,0,0,"White",5.00444605429942
300411,"1","2011-12",1,"Single",6433,133861,"College","With Parent",20110518,1993,1,-2,-2,0,1,1,0,0,1,1,0,3.35,"2011",13,13,4.02118929906994,0,0,0,"White",5.14703909780946
300412,"1","2011-12",1,"Single",3602,65801,"High School","On Campus Housing",20110607,1993,1,-2,-2,0,1,0,0,0,0,0,0,2.56,"2011",0,0,4.06069784035361,0,2.87215627274829,3,"Black",4.84137824358578
300415,"1","2012-13",1,"Single",1076,115114,"High School","With Parent",20120507,1991,2,77,56,0,0,0,0,0,0,0,0,0.41,"2012",43,43,3.87581338883976,0,0,0,"White",5.06516875170575
300416,"0","2011-12",1,"Single",0,0,"High School","Off Campus",20110706,1993,1,-2,-2,0,1,1,0,0,1,1,8,3.44,"2011",52,52,0,0,0,4.64238537052769,"Hispanic",0
300422,"0","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110418,1990,2,57,66,2,0,0,0,0,0,0,8,3.71,"2011",43,43,0,0,0,0,"White",0
300424,"1","2011-12",1,"Unknown",0,0,"Unknown","Unknown",20110823,1982,2,127,96,0,0,0,0,0,0,0,0,3.86,"2011",0,0,0,0,0,0,"White",0
300425,"0","2011-12",1,"Single",46009,20232,"High School","With Parent",20110824,1987,2,0,0,2,0,0,0,0,0,0,8,3.94,"2011",51,51,4.2681331539061,3.61542395288594,0,0,"Black",4.82112688010538
300440,"1","2011-12",1,"Single",0,0,"High School","With Parent",20110526,1993,1,-2,-2,2,1,1,0,0,1,1,0,3.24,"2011",13,13,0,0,0,4.4628769551925,"White",0
300441,"1","2011-12",1,"Single",0,17276,"Middle School","On Campus Housing",20110608,1993,1,-2,-2,0,1,1,0,0,1,1,0,0.83,"2011",43,43,3.97772360528885,0,0,4.10934226963797,"Hispanic",4.23744319537546
300453,"0","2013-14",3,"Married",46895,0,"High School","Off Campus",20140121,1985,2,120,83,0,0,0,0,0,0,0,8,3.35,"2013",51,51,4.04139268515823,0,0,3.79518458968242,"Black",4.67112654019551
300459,"0","2011-12",3,"Single",0,0,"Middle School","With Parent",20111128,1992,1,-2,-2,0,1,0,0,1,1,0,7,2.5,"2011",0,0,4.25042000230889,0,0,4.76658385407529,"Hispanic",0
300479,"1","2012-13",1,"Single",0,44417,"Unknown","On Campus Housing",20120413,1992,1,-2,-2,0,0,0,1,1,0,0,0,1.95,"2012",23,23,4.05115252244738,3.90308998699194,0,4.42647059518337,"Unknown",4.64754922221236
300484,"1","2012-13",1,"Divorced",23435,0,"High School","Off Campus",20120412,1968,2,69,65,2,0,0,0,0,0,0,8,3.74,"2012",52,52,0,3.38471174293828,0,4.09240480689901,"Unknown",4.36986495785623
300486,"0","2013-14",1,"Single",14564,133146,"Middle School","With Parent",20130801,1993,2,69,61,2,0,0,0,0,0,0,8,3.43,"2013",43,43,4.60784089128261,0,0,0,"Unknown",5.1694098981407
300491,"0","2014-15",1,"Single",7612,0,"College","With Parent",20140604,1992,2,65,65,2,0,0,0,0,0,0,7,3.74,"2014",45,45,0,0,0,4.26820341861952,"Hispanic",3.88149877961498
