"StudentID","Dropout","cohort","cohort.term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Mother.s.Highest.Grade.Level","Housing","X2012.Loan","X2012.Scholarship","X2012.Work.Study","X2012.Grant","X2013.Loan","X2013.Scholarship","X2013.Work.Study","X2013.Grant","X2014.Loan","X2014.Scholarship","X2014.Work.Study","X2014.Grant","X2015.Loan","X2015.Scholarship","X2015.Work.Study","X2015.Grant","X2016.Loan","X2016.Scholarship","X2016.Work.Study","X2016.Grant","X2017.Loan","X2017.Scholarship","X2017.Work.Study","X2017.Grant"
254341,0,"2014-15",1,"Single",0,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,10209,4500,0,0,13171,4500,0,0,12723
254415,1,"2014-15",1,"Separated",3170,16965,"High School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,2100,0,0,10088,12500,0,0,0
254560,0,"2011-12",1,"Single",13536,0,"Unknown","College","Off Campus",7500,0,0,4906,3000,0,0,10200,9500,0,0,6706,0,0,0,0,0,0,0,0,0,0,0,0
254812,0,"2011-12",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254969,1,"2015-16",1,"Single",16783,0,"Middle School","Middle School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,1813,0,0,0,0
254978,0,"2015-16",1,"Single",22822,0,"College","College","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,9059,0,0,0,6512
255009,0,"2011-12",1,"Married",15455,0,"College","College","Off Campus",0,1748,0,11988,0,2500,0,7366,10500,0,0,2823,0,0,0,0,0,0,0,0,0,0,0,0
255056,0,"2013-14",1,"Single",24317,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,7500,0,0,7412,5250,0,0,0,5500,0,0,0,0,0,0,0
255442,0,"2014-15",3,"Single",21763,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,5812,11500,0,0,6480.54,12500,0,0,3479
256229,1,"2011-12",1,"Single",26282,25481,"High School","College","Off Campus",5500,0,0,5550,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256455,0,"2014-15",3,"Separated",8736,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,9223,12500,0,0,7508.51,0,0,0,0
256639,0,"2012-13",1,"Single",57809,0,"High School","High School","Off Campus",0,0,0,0,3500,0,0,1850,5500,0,0,2810,5500,0,0,1490,5500,0,0,1059,4688,0,0,0
256650,1,"2013-14",1,"Married",23825,0,"Unknown","Unknown","With Parent",0,0,0,0,0,0,0,0,3500,0,0,2971,0,0,0,0,0,0,0,0,0,0,0,0
256975,0,"2015-16",1,"Single",0,44151,"College","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,9407,0,0,2000,0
257053,0,"2016-17",1,"Single",0,155650,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0
257137,0,"2012-13",1,"Single",0,105954,"High School","College","Off Campus",0,0,0,0,9500,0,0,0,3500,0,0,0,4500,0,0,0,5500,0,0,0,3750,990,0,0
257223,1,"2011-12",1,"Single",0,26027,"High School","High School","Off Campus",0,0,0,717.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257451,0,"2012-13",3,"Single",0,0,"High School","College","With Parent",0,0,0,0,0,0,0,6470,0,0,0,12333,0,0,0,6222,0,0,0,0,0,0,0,0
257469,0,"2011-12",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257481,0,"2011-12",1,"Single",0,5720,"College","Unknown","With Parent",12077,0,0,7876,7500,0,0,11790,6250,0,0,4178,0,0,0,0,0,0,0,0,0,0,0,0
257544,1,"2015-16",1,"Single",2576425,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0
257648,0,"2016-17",1,"Single",38602,0,"College","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0
257718,0,"2011-12",1,"Single",0,26038,"College","College","On Campus Housing",5500,0,2000,11588,5500,0,2000,5550,10500,0,0,10335,0,0,0,0,0,0,0,0,0,0,0,0
257732,1,"2015-16",3,"Single",13195,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6128,0,0,0,0
257761,0,"2014-15",1,"Single",18275,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,2480,10500,0,0,5775,0,0,0,0
257972,1,"2011-12",3,"Single",17761,13916,"High School","Middle School","With Parent",4250,0,0,2975,7500,0,0,6150,5500,0,0,4588,0,0,0,0,0,0,0,0,0,0,0,0
258032,0,"2016-17",1,"Single",0,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2908
258122,0,"2016-17",1,"Single",0,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258129,1,"2011-12",3,"Single",6190,0,"High School","College","With Parent",2750,0,0,2775,5708,0,0,3470,8500,0,0,3529,6000,0,0,3581,145,0,0,2166,3923,0,0,1454
258150,0,"2012-13",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258285,1,"2014-15",3,"Married",31491,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2149,0,0,0,361,0,0,0,0
258306,1,"2012-13",1,"Single",70000,0,"College","High School","Off Campus",0,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258326,1,"2013-14",1,"Single",29658,0,"High School","Middle School","Off Campus",0,0,0,0,0,0,0,0,4555,0,0,4940,0,0,0,0,0,0,0,0,0,0,0,0
258348,1,"2012-13",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258382,0,"2016-17",1,"Single",0,28056,"College","Unknown","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5815
258450,0,"2014-15",1,"Single",16896,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,2235,8500,0,0,0,6250,0,0,0
258454,0,"2013-14",1,"Single",14918,0,"College","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,6127,0,0,0,4680,2750,0,0,6001,0,0,0,5815
258458,1,"2013-14",3,"Single",0,27027,"Unknown","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,5592,5500,0,0,1430,0,0,0,0,5500,0,0,0
258520,0,"2015-16",1,"Single",27213,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,4332,9500,0,0,3724
258544,1,"2014-15",1,"Single",0,0,"College","Unknown","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,2865,0,0,0,0,0,0,0,0
258560,0,"2014-15",1,"Single",15805,0,"Unknown","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,9861,12500,0,0,953,12500,0,0,6608
258799,0,"2011-12",1,"Single",16173,55611,"College","College","Off Campus",2750,0,0,0,6500,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258801,1,"2011-12",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258805,1,"2011-12",1,"Single",13163,20592,"Middle School","College","With Parent",2750,0,0,1388,10500,0,0,11790,10500,0,0,10109,12500,0,0,0,12500,0,0,0,0,0,0,0
258840,1,"2011-12",3,"Single",0,0,"Unknown","High School","Off Campus",3750,0,0,6369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258879,0,"2011-12",1,"Single",25282,64431,"Unknown","High School","With Parent",7500,0,0,0,11500,0,0,0,10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258885,0,"2013-14",3,"Single",14012,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,5500,0,0,2747,5500,0,0,6238,5500,1163,0,7876,2750,2036.9,0,650
258886,0,"2016-17",1,"Single",30209,0,"College","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12482,0,0,8429
258932,0,"2011-12",1,"Single",13580,0,"Unknown","Unknown","Off Campus",0,0,0,12738,5500,0,0,11350,12500,0,0,5036,0,0,0,0,0,0,0,0,0,0,0,0
258935,0,"2012-13",1,"Single",22656,0,"Middle School","High School","Off Campus",0,0,0,0,10500,0,0,1100,10500,0,0,1595,3742,0,0,2175,0,0,0,0,0,0,0,0
259013,0,"2016-17",1,"Single",17469,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,3165
259126,1,"2011-12",1,"Single",14668,41967,"High School","High School","With Parent",16474,0,0,0,12611,0,0,0,9500,0,0,7709,10500,0,0,960,0,0,0,0,0,0,0,0
259201,0,"2011-12",1,"Single",9850,42277,"College","College","On Campus Housing",5500,0,0,5132,10000,0,2000,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259304,1,"2012-13",1,"Single",5409,0,"High School","High School","With Parent",0,0,0,0,4223,0,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259425,1,"2012-13",3,"Single",0,23776,"Unknown","College","With Parent",0,0,0,0,625,0,0,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259564,0,"2013-14",1,"Separated",30882,0,"Middle School","Middle School","Off Campus",0,0,0,0,4500,0,0,0,10500,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0
259566,1,"2014-15",1,"Single",22075,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,5729,10500,0,0,3962,0,0,0,0
259576,1,"2011-12",1,"Single",10850,22190,"High School","College","With Parent",0,465,0,8968,0,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259621,1,"2011-12",1,"Single",0,52620,"High School","College","With Parent",0,0,0,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259730,0,"2013-14",1,"Single",23971,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,5500,0,0,8865,5500,0,0,8258,0,0,0,0,0,0,0,0
259784,1,"2011-12",3,"Single",38366,0,"Middle School","Middle School","Off Campus",4750,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259794,1,"2013-14",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259870,0,"2011-12",1,"Single",7872,0,"College","High School","Off Campus",9500,0,0,11588,12500,0,0,11790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259908,0,"2011-12",1,"Single",12646,17406,"College","College","With Parent",0,0,0,7612,0,0,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259912,0,"2011-12",3,"Single",0,0,"Unknown","High School","Off Campus",1750,0,0,5357,3299,0,0,11790,8174,0,0,5150,0,0,0,0,0,0,0,0,0,0,0,0
260012,1,"2012-13",1,"Single",8237,25743,"High School","High School","With Parent",0,0,0,0,4875,0,0,5549,10500,0,0,0,5251,0,0,1618,0,0,0,0,0,0,0,0
260054,0,"2011-12",1,"Single",28462,26943,"High School","College","With Parent",9500,0,0,5550,7500,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260135,0,"2014-15",1,"Single",10381,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,10442,0,0,0,0,0,0,0,0
260184,0,"2011-12",1,"Single",0,38425,"High School","High School","With Parent",5500,0,0,3675,6550,0,0,5300,2100,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0
260200,0,"2013-14",1,"Single",10854,0,"High School","High School","Off Campus",16500,0,0,0,0,0,0,0,12500,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260203,1,"2011-12",3,"Single",11358,29821,"Unknown","High School","Off Campus",3500,0,0,4304,5000,0,0,3100,5750,0,0,3882,2750,0,0,0,0,0,0,0,0,0,0,0
260214,1,"2013-14",1,"Single",8572,0,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,12001,0,0,0,5795,0,0,0,0,0,0,0,0
260217,1,"2011-12",1,"Single",8363,0,"High School","High School","With Parent",2047,0,0,3470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260227,1,"2013-14",1,"Single",17670,0,"High School","Middle School","With Parent",0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0
260240,1,"2011-12",3,"Single",19631,0,"College","College","On Campus Housing",2250,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260277,0,"2015-16",1,"Single",0,0,"Middle School","Middle School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11421,0,0,0,10118
260331,0,"2011-12",1,"Single",24081,40341,"High School","High School","With Parent",9500,0,0,0,12500,0,0,0,9342,0,0,0,10500,0,0,0,12291,0,0,0,0,0,0,0
260354,0,"2013-14",1,"Single",0,66773,"High School","Middle School","With Parent",0,0,0,0,0,0,0,0,3500,0,0,0,3500,0,0,0,4500,0,0,0,3396,0,0,0
260457,1,"2012-13",3,"Single",0,0,"High School","Middle School","Off Campus",0,0,0,0,4250,0,0,2081,0,0,0,0,8500,0,0,4212,10500,0,0,5251,11250,0,0,0
260509,0,"2011-12",1,"Single",3331,0,"High School","High School","With Parent",2000,0,0,8532,5250,0,0,3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260559,0,"2011-12",1,"Married",12124,0,"High School","High School","Off Campus",0,0,0,10714,5500,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260614,0,"2011-12",1,"Single",29092,0,"High School","High School","Off Campus",9500,0,0,7162,10500,0,0,6150,12500,0,0,5645,5250,0,0,1395,0,0,0,0,0,0,0,0
260763,0,"2012-13",1,"Single",24330,0,"High School","High School","Off Campus",0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260813,0,"2011-12",1,"Single",11000,21005,"High School","High School","Off Campus",5500,0,0,5950,4700,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260962,1,"2014-15",3,"Separated",0,0,"High School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,6494,0,0,5647,0,0,0,0,0,0,0,0
261028,1,"2012-13",1,"Single",0,48204,"College","High School","With Parent",0,0,0,0,5500,0,0,6452,5500,0,0,8215,4000,0,0,7508,0,0,0,12255,1550,3000,0,2132
261255,1,"2012-13",1,"Single",9690,0,"High School","High School","With Parent",0,0,0,0,0,0,0,12190,0,0,1300,12933,0,0,0,6712,0,0,0,721,0,0,0,0
261286,0,"2013-14",1,"Single",17234,0,"Middle School","Middle School","With Parent",0,0,0,0,0,0,0,0,7500,0,0,3195,2500,0,0,1810,0,0,0,0,0,0,0,0
261298,0,"2012-13",1,"Married",14630,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,10800,0,0,0,10935,2750,0,0,2356,0,0,0,0,0,0,0,0
261317,1,"2011-12",1,"Single",0,0,"High School","High School","On Campus Housing",2500,0,0,8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261440,1,"2015-16",1,"Single",19071,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,1212,0,0,0,0
261575,0,"2012-13",3,"Single",11485,0,"Unknown","High School","Off Campus",0,0,0,0,9500,0,0,4046,12500,0,0,12001,10500,0,0,7416,0,0,0,0,0,0,0,0
261639,1,"2014-15",1,"Divorced",0,0,"High School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6774,0,0,0,0,5500,0,0,4214
261674,0,"2012-13",1,"Single",0,113404,"Unknown","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,2117,0,0,0,0,0,0,0,0,0,0,0,0
261730,0,"2014-15",3,"Single",16939,0,"College","College","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,9280,0,0,3080,12251,0,0,12255,0,0,0,0
261735,1,"2012-13",1,"Single",0,0,"High School","Middle School","Off Campus",0,0,0,0,6508,0,0,4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261868,1,"2013-14",3,"Single",12786,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,6001,0,0,0,0,0,0,0,0,0,0,0,0
261898,1,"2012-13",1,"Single",4065,92224,"College","College","Off Campus",0,0,0,0,14500,0,0,0,13000,0,0,0,5502,0,0,0,0,0,0,0,0,0,0,0
261949,1,"2011-12",1,"Single",13234,3893,"Unknown","Unknown","With Parent",7500,0,0,8382,5500,0,0,7992,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261953,0,"2013-14",3,"Single",0,42368,"High School","High School","With Parent",0,0,0,0,0,0,0,0,5500,0,0,0,10500,0,0,0,12000,0,0,0,0,0,0,0
262005,0,"2011-12",1,"Single",10458,21492,"College","High School","Off Campus",6500,0,0,5550,0,0,0,11040,0,0,0,5592,0,0,0,0,0,0,0,0,0,0,0,0
262012,0,"2016-17",1,"Single",0,0,"Middle School","Middle School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,11573
262067,0,"2011-12",3,"Single",15478,34245,"Middle School","High School","With Parent",5250,0,0,806,11750,0,0,2418,10500,0,0,2595,0,0,0,0,0,0,0,0,0,0,0,0
262243,0,"2015-16",3,"Single",56645,0,"College","College","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4844,0,0,763,3673,0,0,4514
262270,0,"2012-13",3,"Single",8598,88642,"College","High School","On Campus Housing",0,0,0,0,12500,0,0,0,15000,0,2000,11183,10500,0,2800,12116,0,0,0,0,0,0,0,0
262281,0,"2011-12",3,"Single",0,32999,"Middle School","Middle School","With Parent",0,0,0,5357,3300,0,0,10489,7750,0,0,2769,10500,0,0,0,0,0,0,0,0,0,0,0
262406,0,"2011-12",1,"Single",23256,43517,"Unknown","High School","Off Campus",5500,0,0,0,12500,0,0,8742,2750,0,0,4433,0,0,0,0,0,0,0,0,0,0,0,0
262474,0,"2015-16",3,"Single",0,0,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5711,8797,0,0,9855
262533,0,"2011-12",1,"Married",23457,0,"High School","High School","Off Campus",0,5000,0,4312,3000,5000,0,2800,2000,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0
262629,0,"2016-17",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262637,1,"2013-14",1,"Single",14710,0,"Unknown","High School","Off Campus",0,0,0,0,0,0,0,0,12500,0,0,3595,12500,0,0,0,12500,0,0,0,0,0,0,0
262692,1,"2012-13",3,"Single",0,75974,"College","College","On Campus Housing",0,0,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262777,0,"2014-15",3,"Single",0,0,"High School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,4250,0,0,2865,10500,0,0,5775,1606,0,0,5554
262799,1,"2012-13",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263093,0,"2011-12",1,"Single",21664,0,"Unknown","High School","With Parent",7500,0,0,7162,5500,0,0,7365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263096,0,"2016-17",1,"Single",18673,0,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,11402
263302,1,"2012-13",1,"Single",3555,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,1790.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263349,0,"2012-13",3,"Single",34115,0,"Unknown","High School","Off Campus",0,0,0,0,2750,0,0,3469,7500,0,0,3395,2750,0,0,2865,0,0,0,0,0,0,0,0
263458,1,"2014-15",3,"Single",30929,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263459,1,"2014-15",1,"Single",148,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,0,5500,0,0,2823,5500,0,0,9382.89,0,0,0,0,0,0,0,0
263654,1,"2011-12",1,"Single",0,19893,"Unknown","Unknown","Off Campus",0,0,0,11988,0,0,0,11640,5250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263711,0,"2013-14",3,"Single",3011,0,"Unknown","Unknown","With Parent",0,0,0,0,0,0,0,0,0,0,0,5592,5500,0,0,8216,10500,0,0,5775,6250,0,0,2907
263757,0,"2011-12",3,"Single",24054,0,"College","College","With Parent",5250,0,0,0,0,0,0,0,10500,0,0,0,10006,0,0,0,0,0,0,0,0,0,0,0
263902,0,"2015-16",1,"Single",25757,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0
263944,1,"2011-12",1,"Single",15522,0,"High School","Unknown","Off Campus",0,0,0,5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264056,1,"2012-13",1,"Single",16233,0,"High School","High School","Off Campus",0,0,0,0,7500,0,0,2800,10500,0,0,5645,0,0,0,0,0,0,0,0,0,0,0,0
264206,0,"2013-14",1,"Single",0,0,"High School","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,11783,0,0,0,12716,0,0,0,8598,0,0,0,0
264253,0,"2012-13",3,"Single",0,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,5520,11239,0,0,11783,0,0,0,11894,0,0,0,0,0,0,0,0
264362,0,"2015-16",1,"Single",43953,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11178.6,0,0,0,11430.1,0,0
264430,1,"2012-13",1,"Single",4512,0,"Unknown","High School","Off Campus",0,0,0,0,3750,0,0,11790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264491,1,"2011-12",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264540,0,"2012-13",1,"Single",13032,0,"High School","Middle School","With Parent",0,0,0,0,6500,0,0,8670,10500,0,0,4234,10500,0,0,0,0,0,0,0,0,0,0,0
264582,0,"2013-14",1,"Married",20826,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,3500,0,0,8081,3000,0,0,8284,2074,0,0,1442,0,0,0,0
264697,0,"2011-12",1,"Single",11713,10126,"High School","High School","With Parent",3000,0,0,10824,2750,0,0,6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264718,0,"2015-16",3,"Married",39682,0,"High School","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264749,1,"2015-16",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264848,0,"2014-15",1,"Married",55937,0,"High School","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,9500,1937,0,3480,12500,0,0,3425,12500,0,0,1631
264867,0,"2015-16",1,"Married",42650,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,10691
264995,0,"2015-16",1,"Single",6829,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,2000,7115,12500,0,0,0
265066,0,"2013-14",1,"Single",80937,0,"Middle School","High School","Off Campus",0,0,0,0,0,0,0,0,7500,0,0,0,8500,0,0,0,10500,0,0,0,0,0,0,0
265095,0,"2012-13",1,"Single",34841,0,"High School","High School","Off Campus",0,0,0,0,9500,0,0,0,9000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265097,1,"2012-13",1,"Single",13828,0,"College","High School","Off Campus",0,0,0,0,0,0,0,2012.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265164,1,"2015-16",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265193,0,"2013-14",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265425,0,"2015-16",1,"Single",43410,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,12500,0,0,10695
265560,1,"2011-12",3,"Separated",63952,0,"Middle School","High School","Off Campus",0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265749,0,"2011-12",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265886,1,"2013-14",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266063,1,"2015-16",1,"Single",3733,0,"College","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12255,0,0,0,0
266068,1,"2013-14",3,"Single",15644,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,4500,0,0,2814,0,0,0,0,0,0,0,0,0,0,0,0
266254,0,"2012-13",1,"Single",24404,0,"College","College","Off Campus",0,0,0,0,8684,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266261,1,"2015-16",1,"Single",29629,0,"Middle School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0
266331,1,"2014-15",3,"Single",1511,0,"High School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,2149,5250,0,0,722,3650,0,0,0
266386,1,"2014-15",1,"Single",0,45130,"Middle School","College","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,6472,0,4380,0,5403.6,0,5775,0,0,0,0
266388,0,"2014-15",1,"Single",6100,28516,"Middle School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0
266449,0,"2016-17",1,"Divorced",714,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750,2793.5,0,0
